Title,Rating,ReviewText
4 Little Girls,4,Watched this tonight on what is the 57th anniversary of the Birmingham church bombing. Excellent documentary with interviews of the families affected by this senseless terrorist act. There is a clip with Bill Cosby being interviewed though that I'll bet Spike wishes he could take back.
4 Little Girls,5,"Spike takes us on an incredible journey!  We all know what happened.  But by the time he weaves us in and out of their lives and paints the backdrop of the social climate they lived in, we are completely entrenched.  When the event unfolds in the film, these are our four little cousins, our four sisters, or the four girls who live next door. Our hearts and minds are completely invested. As. They. Should. Be."
4 Little Girls,5,It was a very heartfelt movie i found out alot of truths 
4 Little Girls,4,"Spike Lee's documentary about the 1963 bombing of a church in BIrmingham, Alabama that killed 4 young girls is an appropriately quiet and direct telling of the events leading up to the tragedy and it's aftermath.  Lee interviews family, friends and other witnesses and largely lets their words speak for themselves.  He briefly uses morgue photos of the 4 girls to hammer home exactly what a senseless act like this does.  It's a frustrating and infuriating film and it should be.  It's one of his better films of the last 30 years."
4 Little Girls,3.5,"I wasn't a huge fan of the music - it was a little distracting at times. However, the movie was very powerful."
4 Little Girls,4,The story is heartbreaking but told so well.
4 Little Girls,5,A must see documentary about the tragic bombing at 16th Street Baptist Church in Alabama on Sunday 15th of September 1963 that took four innocent African American girls lives.
4 Little Girls,5,A moving story about a great tragedy. This whole presentation was done beautifully!!! I have watched it several times!!!
4 Little Girls,5,"Spike was robbed,should have gotten the Oscar, ""Into the Arms of Strangers"" notwithstanding. These four girls are America's Anne Franks, and this film should be seen widely, by families, in schools, everywhere. Done with more delicacy than Mr Lee usually allows himself."
99 River Street,4,"Well made, well acted and good plot.  Really an underrated gem."
99 River Street,3.5,"John Payne stars as a washed-up fighter who makes ends meet by driving a cab; when his two-timing wife turns up dead in the back seat, he finds himself both on the run from the law (he's the primary suspect) and heading toward a showdown with the actual killer, his wife's jewel thief lover.  Payne is riveting, tough in one scene, tormented in the next; Evelyn Keyes as the actress pal who falls for him is spunky and resourceful and altogether excellent; and Peggie Castle brings just the right amount of thinly-veiled frustration to the small but pivotal role of the wife.  Inventive camera work and gorgeous black-and-white shots of darkened, rain-slicked streets--courtesy of ace cinematographer Franz Planer--make this a noir fan's dream.  (The fight scenes--including the beautifully shot prizefight that opens the film--are something to see, too.)  Well worth a look."
99 River Street,5,"A former boxer turned cab driver has to hide from the police when his badgering wife is murdered by the jewel thief she was having an affair with.A terrific overlooked noir. Phil Karlson directed series of very tough, violent film noirs, but few of them are as tough and violent as the superb 99 River Street. "
99 River Street,4.5,Pretty good B-movie with plenty of the requisite plot twists. Refreshing to see a cabbie that refuses all fares.
99 River Street,3,"John Payne plays a washed-up boxer driving a cab who catches his wannabe gold-digger wife with another guy.  This sets the wheels in motion and the screws gradually tighten on Payne in true noir style.  Turns out the other guy is a diamond thief who has trouble with his fence and the fence's tough guy assistant (played by noir stalwart Jack Lambert) over Payne's wife's involvement in the heist.  When she turns up dead, the cops come looking for Payne.  After having reality literally ripped away from him in one crazy scene, he has to use his knuckles to fight his way to the truth.  Director Phil Karlson knows his noir sets (see also Dark Alibi, Kansas City Confidential, or The Phenix City Story) and he lays them all out for us here (late night drug store, boxing ring, all-night café, waterfront, expensive upper class apartment, neon lit or darkened streets of New York, and unusually the Broadway footlights).  Perhaps there isn't as much a sense of dread as in other 1950s noirs and perhaps Payne is a little too wooden in the lead but for solid genre fare, look no further."
99 River Street,3.5,decent noir. great performance by Payne
99 River Street,4,Bravo for this great B movie!
99 River Street,4,"Great acting all around, and the plot is interesting as well, with some interesting twists and turns along the way."
99 River Street,3.5,"Monday, October 28, 2013"
99 River Street,4,"Reliable director Phil Karlson knocks out another tough solid noir about an ex-boxer, now cabbie, who is framed for the murder of his wife and tries to find the real murderer while on the run from the cops."
A Christmas Carol,5,"This is the classic I grew up with and we always look for it and it's always on late on Christmas Eve.  It's just a sweet movie with a great message.  And for it's time, the special effects are very very good."
A Christmas Carol,3.5,A Christmas Carol is a 1938 American film adaptation of Charles Dickens's 1843 novella of the same name 🎄 
A Christmas Carol,4,"A lot of its satisfaction now comes from looking back in history at a time when the Christmas spirit flourished with long held tradition. You can't get that kind of atmosphere anymore, it's in a time capsule, which this film beautifully showcases. This slice of history tells the classic tale in its truest form, taking dialogue straight from the book and embellishing the lives of the Cratchits and Scrooge's nephew just enough to have a fuller film with proper character development. "
A Day in the Country,2,A pointless short film about nothing much.
A Day in the Country,3.5,"Though I enjoyed the craft a decent bit more than the central romance, I still liked this film quite a lot. Technically speaking, it packs a strong punch. For example, Rodolphe opening a window to find Henriette swinging felt like an alluring artistic tableau, while the famous rain scene stuck out as one of the most beautiful portrayals of the passage of time I've seen in film. Also, when I rewatched it, I noticed that several scenes had an undercurrent of fatalism, one which hinted that the apparent end wasn't the actual end. These bits got under my skin pretty well and a third viewing may reveal more examples of this. In regard to the romance between Henri and Henriette, it was brief (what can you do; it was only 40 minutes), but one gets the impression from it that Henriette felt more at ease with Henri as opposed to Anatole. Unfortunately though, as is a trapping with many classic films, the film had a layer of sexism. In one scene, Henri forced himself on Henriette despite her trying to get him to stop. Shortly afterwards though, she fell for this creepy behavior and willingly kissed him in return. This left a sour taste in my mouth which lasted throughout the ending, as I didn't care much for their relationship at that point. Also, though I'm not sure this was the case, it seemed like Rodolphe looked up Henriette's skirt while she was on the swing, which was another creepy scene presented as romantic. In spite of this, however, I still think the film has plenty to offer that its worth a watch."
A Day in the Country,3.5,A simple but powerfully restricted romance that builds up a deceptive bulk of superficiality before delving all too briefly into a sincere tretise on disturbing the calm of surface-level happiness to satisfy a deeper desire. (3.5/5)
A Day in the Country,4.5,"Charming, bittersweet comedy directed by Jean Renoir."
A Day in the Country,4.5,A beautifully charming well made French film. 1001 movies to see before you die.
A Day in the Country,4,"This is a beautiful short film from the great Jean Renoir.  Though made in 1936, it still feels relevant and is just a beautiful and simple story, very well told.  The scenery and cinematography are gorgeous.  My only complaint is the character/actor of Anatole, every time he was on screen he made me cringe, but otherwise this is a short masterpiece!"
A Day in the Country,4,"A family from Paris spend a day in the country, where a couple of local gents conspire to romance the daughter under the nose of her fiance.  A short, beautifully bittersweet vignette from Renoir based on a Guy de Maupassant story."
A Day in the Country,4.5,A short piece of art by Jean Renoir
A Day in the Country,5,"From a 40-minute rural film that begins so light-heartedly, the genius of director Jean Renoir is the powerful emotions of sadness and remorse he weaves it."
A Day in the Country,3.5,"A quick touching love story. Due to its short length, it does not bog down too much in excess, but gets right to the point."
A Foreign Affair,3.5,"Ostensibly a romantic comedy, the film works better as a slice-of-life look at Berlin in the immediate aftermath of World War II.  Arthur and Dietrich are their usual wonderful selves, but I felt John Lund lacked the acting chops and charisma needed for his role."
A Foreign Affair,5,The best comedy movie ever made!
A Foreign Affair,4,"What an interesting, conflicting film this is.  Jean Arthur plays a congresswoman visiting Germany after the war to check up on the troops stationed there.  Marlene Dietrich is a cabaret singer rumored to have been a mistress of one of the top Nazis, and now carrying on an affair with an American officer (John Lund).  As Arthur probes into Dietrich, Lund tries to run interference by getting involved with her romantically, thus setting up a love triangle."
A Foreign Affair,3,A unique rom-com that showcases war torn Berlin and the dynamics that were faced by those trying to survive.  I mostly saw it to see the Congressional oversight perspective.
A Foreign Affair,3.5,It is difficult to have an ethic in difficult times...
A Foreign Affair,5,"Great, great film, with an amazing cast--Millard Mitchell at his best--and Billy Wilder, too."
A Foreign Affair,4,"Billy Wilder's look at postwar Berlin is, at turns, harrowing and yet romantic. A team of naive congressmen comes to ""inspect"" the reported moral degradation of our good ol' 'Murican boys there keeping the peace, infected by common Euro trash elitists. Jean Arthur bravely plays the plain and ordinary girl-next-door pitted against the sophisticated and worldly Marlene Dietrich. Layered and complex, always entertaining, and a window on a different time, here is a keeper."
A Foreign Affair,3,It has somewhat flawed morals and characters in my opinion but then again real life rarely produces heroes like we see in other movies. It is a little entertaining. Jean Arthur (48) could pass for a 27-year old.
A Foreign Affair,2.5,"not sure why the fascination with Dietrich, and the script is pure corn."
A Foreign Affair,4.5,Set in Berlin Germany after the war
A Kiss Before Dying,3.5,"Robert Wagner's character might be one of cinema's worst serial killers, but the film is a good study of a psychopath. It is also cool to see the young Wagner and Joanne Woodward (her second film) working together."
A Kiss Before Dying,5,Really enjoyed this colour film noir and it has Jeffrey Hunter from Star Trek
A Kiss Before Dying,5,"A classic. The scenes of the University of Arizona, downtown Tucson, and the desert in the 1950s are breathtaking to see."
A Kiss Before Dying,3.5,"Robert Wagner basically played himself in this movie. Chilling to see him throw his rich girlfriend off a tall building the way he threw his rich wife Natalie Wood off a boat then staged it to look like ""an accident"" Life certainly imitates art, a must see!"
A Kiss Before Dying,2.5,"They should have made Joanne Woodward a twin. The girl who played her sister Ellen was horrendous,monotone. "
A Kiss Before Dying,1,Robert Wagner has the evil persona down pat.   He is best in these roles.
A Kiss Before Dying,4,"Robert Wagner plays a wonderfully smarmy, cold-hearted, evil douche-bag whom the audience is just waiting to see receive his comeuppance. Good stuff."
A Kiss Before Dying,3,"Robert Wagner playing against type is Budd Corliss, an ambitious, brilliant, and charming sociopath who is out to woo and marry the daughter of a wealthy mining magnate. He murders said girlfriend, Dorothy (Joanne Woodward) when her pregnancy eliminates his chances of being accepted by her wealthy but puritanical father and stages it to look like a suicide. Her sister Ellen (Virginia Leith) refuses to believe her sister committed suicide and investigates the case on her own when the police quickly close the book. Wagner is handsome and charming and manages a menacing quality to his portrayal of Budd; this is a forerunner to Norman Bates. With Mary Astor as Budd's very working class mother who expects great things of her son and an early performance by future Horror icon Robert Quarrie as a former boyfriend of Dorothy's. The script was adapted by Ira Levin from his novel by the same name."
A Kiss Before Dying,1,"Joanne Woodward supposedly called this the worst film ever made in Hollywood. It's pretty bad in all sorts of weird, clueless ways. For a motive that does not seem to warrant it, handsome young Bud decides he must kill pregnant wife-to-be Dorothy, and gives her a kiss before pushing her off the top of a building, thus fulfilling the promise of the title. Casting two lookalikes (Robert Wagner and a pipe-smoking Jeffrey Hunter) in the leading male roles adds a certain confusion. Casting two women who do not look alike at all (Virginia Leith and Ms. Woodward) as sisters Ellen and Dorothy adds more. The plots swerves from one neat, quick murder to another without much ado. Murder is so easy in ""A Kiss Before Dying."" Most ridiculous of all is the not-so-exciting climax, wherein Ellen, suspicious that her new beau is a serial killer, nevertheless goes to a remote location with him and stands on the edge of a cliff before confronting him with her suspicions. A struggle happens -- another kiss before dying! Fortunately, a wayward truck happens by just in time to push him off the cliff instead. Don't you hate it when that happens?"
A Kiss Before Dying,4,"Not bad, a bit dated, good acting by Wagner."
A Man Escaped,4,"I fairly dislike Bresson's unnamed motto, where he practically refused to tell the story by any other means but using purely cinematic tools. I've never felt, that making the characters act deadpan so as to not reduce yourself to theater acting, enhances his films. But that, was before I watched 'A Man Escaped'. Because filming it without any excess is exactly what makes it amazing. This movie leans so heavily on sound, in a way, that it's impossible to be depicted anywhere else but on a film screen. You almost never see the guards; you hear them, and the hushing up of the sound, that Fontaine makes is a crucial aspect of the escape. To the point where the crunch of gravel will make you anxious. This is the quintessential prison break story. With a very narrow focus and few characters, showing glimpses between passages of time. Where hours or days can pass between the scenes, and you wouldn't really know, unless Fontaine specifically tells you so. Operating in the limited space of the cell as he slowly, methodically recycles it into an escape plan is masterfully done. And in my opinion, this is the best Bresson film."
A Man Escaped,2.5,"The style could not be more refined, but the adaptation suffered excessively for it. The first work by Bresson that I see surprised me but did not seem sublime. The voiceover was too cumbersome instead of simplifying. 5/10"
A Man Escaped,4.5,"Damn fine effort at slowly building the tension. Not a flashy escape film, relatively slow paced without ever losing its grip on you. A great prisoner of war film."
A Man Escaped,4.5,"Bresson's use of tight, confined shots provide the atmosphere, while the largely emotionless dialogue coupled with the omnipresent threat of swift, yet stoic, retribution for dissent establishes the stakes for this fantastic and involving thriller. If the exaggerated, distorted, somewhat jolly piece of entertainment that is the Great Escape can be considered the definitive American WW2 prison break film, then A Man Escaped is the same for French New Wave, taking advantage of every innovation that the movement promised to deliver a true classic. (4.5/5)"
A Man Escaped,5,The harsh realities of World War 2 prisons and an edge of the seat prison escape story. This movie is a classic by Robert Bresson.
A Man Escaped,4.5,"The pace of the movie is slow but it never fails to be interesting. The story really focuses on the details and that's what makes it feel very real and as if you were there. The actor's performance was fantastic, the fear in their eyes and body-language was very real."
A Man Escaped,4,An exercice in minimalism. A Man Escaped creates tension with nothing but sounds and lingering shots. Choosing to work with nonprofessional actors really helped to further the authenticity of a movie that is based on real life events.
A Man Escaped,3,"Director Robert Bresson's 'A Man Escaped' is the real-life story of André Devigny, a member of the French Resistance sent to Montluc prison by the Nazis, and is true to history.  The style is stark and minimalistic, and while that doesn't necessarily make it dated, I suspect it had much larger impact in 1956, just a decade after the war, than it does today (artistically and emotionally).  There are moments of real tension, starting with when the protagonist gets another prisoner assigned to his cell and wonders how to proceed with his escape plans, one option being to kill him.  There are unfortunately also moments of tedium.  Bresson is honest to the experience of imprisonment, but that doesn't make for riveting viewing.  The Nazi guards seem remarkably absent - we see them at times administering punishment briefly, or bringing food, but they are in the background, and if the film wasn't based on a true story, you might think it unrealistically so.  That may be part of the point, that there is an interior battle here, to never surrender hoping, to not give in, and to be brave, but when it's combined with under-stated emotion from the actors, I think it takes away from the realism that Bresson was striving for.  I wish the ending could have been expanded upon as well.  A solid film, but not one I'd want to watch again, or recommend without reservations."
A Man Escaped,3.5,"For a film thats main spoiler is the title itself, Bresson still manages to maintain a high level of suspense from the opening credits until the closing scene. This is due to the minimalistic nature of the film, the cinematography and dialogue are barebones so that every detail we are shown is purposeful and undeniably part of Fontaine's plan, and although an inexperienced actor at the time, the pathos demonstrated through François Leterrier and the persistence of his character make every little victory a meaningful landmark towards the inevitable escape."
A Man Escaped,5,"Film school for anyone who wants to make movies, A Man Escaped lays the down the bare essentials of the thriller movie, clearly identifying the do's and do not's and providing a necessary lesson in craftsmanship."
A Room With a View,2.5,"The rating largely reflects that I'm not into slow, dull, eventless, romantic, period dramas. Nothing happens but the acting is clearly excellent with a top draw cast. I just about got through it but it bored me senseless whereas others will lap it up."
A Room With a View,5,Surprisingly hilarious. great cast
A Room With a View,2.5,"This is a classic that probably didn't age well to my eyes. I wasn't familiar with the plot as I've never read the book, but despite its novelty for me I've found it too flat. I understand that the book was well-written and the film was well-made, but the standards have raised in both cases. Overall, for a tale that should've aroused my deepest emotions of freedom and passion, it was quite dull."
A Room With a View,3.5,"The movie meanders often, but it's a solid adaptation."
A Room With a View,3.5,"No matter how good these types of films can be, I think I'm tired of the posh english accent."
A Room With a View,1.5,"This romantic comedy/period piece has some of the biggest British thespians from a young Helena Bonham Carter, Julian Sands, Maggie Smith, Daniel-Day Lewis, Denholm Elliot, andJudi Dench"
A Room With a View,3.5,"It took a couple of tries to get into it because for me, this is the kind of movie that you really have to pay attention to. However once that happened, I really enjoyed it. Loved Daniel Day Lewis as a rather odd character. Helena Bonham Carter is always good, and I can't say enough good things about Judi Dench and Maggie Smith. Surprisingly funny in some places and absolutely beautiful scenes of Florence and the countryside. I admit that some parts were kind of boring but the ending was absolutely wonderful"
A Room With a View,5,Now this is a movie!
A Room With a View,3.5,"Great performances all around, especially by Maggie Smith, makes this film worth watching."
A Room With a View,3.5,"Simple in its general premise, but far more entertaining than its Edwardian origin would indicate; plenty of satirizing of the prim and proper culture of the day that still feels solid. As a pure romance, it is fairly conventional, but many will find that facet to be comforting. Many of the supporting roles are particularly engrossing, Smith, Day-Lewis, and Callow most prominently. In 2020, there is another facet of interest - seeing the unexpected youth among a series of acting professionals that have made their marks in ensuing decades, particularly the exceptionally youthful Carter and Day-Lewis, but Smith and Dench (who are now go-to A-listers for refined matriarch characters) as well. (3.5/5)"
A Special Day,5,Ettore Scola shows with delicacy and tact a situation so distant in the times but so current. Two characters who live situations of hardship and difficulty in a fascist Rome that sees a strong patriarchy and that affects both. A perfect interpretation of Marcello Mastroianni and a really modern theme. Spectacular direction and shots by Ettore Scola.
A Special Day,3,The acting is great but I expected a bit more from it.
A Special Day,5,A masterpiece of Italian cinema! Not to be missed Performances by both stars.
A Special Day,3.5,"Watched it recently on TCM... The opening sequences of B&W original footage are chilling, given that we know what happens... The rest of the movie is less interesting... I kept trying to give advice the protagonists, but they didn't listen!  Very slow plot... you have to have time to spare and a high tolerance boring dialogue.  Strange, but effective, coloration... not quite B&W, but it fits the narrative and the time."
A Special Day,5,"No, this is not an action film; how could you think it might be?  Thanks to superb acting, the characters dominate the movie's valuation, but the cinematography is breathtaking.  It reminded me of Orwell's 1984 (book) because of its laconic dialog and propaganda running like basso continuo under the ... ""action""; there's no other way to say it.  So that is this faggot's impression of an historic (1977) film."
A Special Day,5,"If I could, I'd give it seven stars."
A Special Day,3,"Despite being both in tragic situations, they still find something beautiful to share."
A Special Day,4,"6 çocuklu mussolini a???? bir anne (sophia loren) ve kar?? pencerede oturan gay bir spikerin (mastroianni) bir günlük hikayesini anlat?yor. hitler in roma ya geldi?i gün ailenin ve bütün halk?n kutlamalara gitmesiyle sadece bu ikili ve kap?c? kal?or ortada. en sonunda kad?n adama a??k oluor adeta ve sevi?iolar, filmin sonunda 2 ki?i geliyor ve adam? sürgüne gönderiolar..."
A Special Day,5,"Previously I had seen many pairings of Sophia Loren and Marcello Mastroianni--next to William Powell and Myrna Loy, this is my favourite cinematic coupling--but never any works by director Scola, so I wasn't really sure what to expect, especially with it being a period piece of Italy just before the Second World War. This was a masterpiece. I could talk all day about how excellent the two stars must have been, in order to completely subvert every preconception we have come to associate with their on-screen romantic partnership (namely, Loren portraying a shy, put-upon mother of six, and Mastroianni playing a suicidal gay man) AND so convincingly. As well, I heartily recommend viewers to watch all of the extras on The Criterion Collection's recent release--I loved Scola's statement (and I paraphrase): 'Humour is as much a part of life as everything else--If a writer has a chance to put a comedic incident in a realistic drama, he has a moral obligation to do so.' I will remember that--and hopefully utilize it in my own work, should I ever be so gifted as to work in the field that I love--for the rest of my days."
A Special Day,3,"Slow and tedious in places, it's actually a very thoughtful piece of cinema if you can stick with it."
A Star Is Born,3.5,"Vicki Lester a grande estrela! No começo o filme traz a atriz na busca do estrelato, passando por várias dificuldades, sofrendo até da descrença da própria família."
A Star Is Born,4.5,"I believe this as one of the most beautiful pictures I have ever seen. I enjoyed the story, the dialog and above all I enjoyed the atmosphere and the actors. All of them are great but to me Fredric March is outstanding."
A Star Is Born,5,Destruction of a starlet.
A Star Is Born,4.5,"For some reason I went into this expecting it to be the worst of the multiple versions of this movie, but now that I'm reviewing it having seen all of them I think this was arguably the best of the lot. They certainly didn't take a movie that wasted a potentially good premise; this deserved the Oscar nominations it received and then some. They handled the color cinematography extremely well, the acting was top notch and they did the confrontation between Norman and the publicity guy better here than in any of the other versions. While I do like musical movies, I'm not nearly as big a fan of music as an entertainment medium & thus I liked this iteration better than the others for focusing squarely on the actress. Each of the remakes did something special in their own right, and I can't fault them for taking a successful movie and remaking it since they at least waited a long time, but I really liked this one and remember it fondly even after watching the more modern versions. Woohoo!"
A Star Is Born,3.5,"You'd expect a movie made in and about 1930's Hollywood to be upbeat and positive, in an ""I made it and you can too!"" sort of way, but this original iteration of the much-remade premise is actually surpisingly unvarnished. Hollywood was presented as a bright light to which hopeful starlets from all across the country flew to for success, and it was only the personal affection of an established star that landed Gaynor's Esther a transformation into Vicki; it's a far cry from an Alger novel. As someone introduced to the story with the 2018 Lady Gaga/Bradley Cooper version, there are certainly some stark differences (particularly in the lack of music and the focus on the film industry), but the surprisingly potent decline and self-sacrifice of March's Norman Maine is still sharp. One of the little-praised highlights of the film is Robson as the Grandmother, who is less doting and doddering than she is worldly, clever, and fun; her interactions with Gaynor are wonderful. Drags through stretches and could have been tightened up, but a solid first version of the film that would inspire remakes across several generations. (3.5/5)"
A Star Is Born,3,"I loved seeing the woman who played Aunt Em (in the Wizard of Oz) in this, and I appreciated seeing Esther admire the Chinese Theater hand and footprints. I thought it was interesting how it started and ended with the screenplay pages."
A Star Is Born,5,"Saw for the first time, free online.  Now i understand why this movie is so iconic."
A Star Is Born,5,Such a unique and incredible film. It's so incredible to see the original version of A STAR IS BORN. Seeing this plot play out for the first time feels truly legendary and historical. A must see. 
A Star Is Born,4,"Still the best version of the story, with incredible performances."
A Star Is Born,5,The absolute best version! And it's because of Frederic March!
A Trip to the Moon,5,"It was very interesting to see for me that the iconic image (where the rocket sticks into the eye of the moon) just takes a few seconds, but there are tons of other interesting elements we see later on in following sci-fi movies. It was also very nice to see that a movie which is the first example of its kind, and consequently which is too old, is still entertaining. It displays the value of true cinema concretely."
A Trip to the Moon,0.5,This movie was incredibly BORING. Some may call this a fill but i would call this rubbish. There is no talking and the acting looks worse than my GCSE drama peice. DISSAPOINTING. The film was not even interesting as the storyline was so unrealistic.
A Trip to the Moon,4,"The best remembered film of Georges Méliès, this film was such a success upon its early release that it was one of the first films to be bootlegged*. Based loosely on Jules Vernes' From the Earth to the Moon and Around the Moon."
A Trip to the Moon,3.5,"The movie itself wasn't particularly enjoyable. I didn't feel so much things. The story is good, the vfx are surprisingly efficient and perfect, the ensemble did a great job waving their arms everywhere. But at the end, what was fascinating was to see how people in 1902 imagined the world and the moon. How they thought it will be to send a spaceship on the Moon, how it would be and what they would get from that. The fact that we can now see how these people could think and wonder about the universe and compare it to our discoveries is a big privilege that I was happy to see."
A Trip to the Moon,5,"Feel the beginning of Cinema. the little pure motives that their low height ceilings made the foundation to the tallest skyscrapers. I wish I could hear the dialogues between them. all the decoration and Mise-en-scène was way ahead of the time, like I could never imagine what the people at that times could feel. the cuts and timings blow minds. this is a masterpiece because of its importance, because it was such a great turning point in history and because the meaning it wants to reflect. traveling to the moon, it's quite reasonable. but hurting the moon's right eye, it gets you in trouble! thanks to the black and white world of cinema."
A Trip to the Moon,3.5,"Silly by today's standards, but an absolute game-changer in its time, A Trip To The Moon is a damn weird film. A journey into space by what looks like Hogwarts Professors, travelling in a canon-propelled projectile, landing on the surface of the moon, which looks like a jungle, and being set upon by, of all things, people in bird costumes. It looks like what the explorers from King Kong would have discovered, not astronauts. But it's pointless to bash it, since filmmaking was so new and primitive back then that the camera is entirely static, and some performers can actually be seen hiding at the edges of the frame, waiting for their cue to emerge. It's quality may be questionable, but its impact and place in cinema history most certainly isn't."
A Walk in the Sun,4.5,"A film ahead of it's time, with an emphasis on individuals and their emotions, fears, resilience, and humanity.  Realistic, well-written, directed, and especially acted by a particularly talented cast.  War at it's most basic and traumatic, yet it's superior viewing as you absorb the heart and grit."
A Walk in the Sun,2.5,Wasn't my cup of tea and the California filming distracted. Very gutsy endeavor though.
A Walk in the Sun,4.5,One of the best WWII films.
A Walk in the Sun,2,"I have to say that I found this film a bit boring. I know it's supposed to be pondering its own navel, and introspective, etc. but even the dialogue was boring. The action scenes were quite good but not good enough to save this film."
A Walk in the Sun,3,Doesn't hold up as a realistic war movie after all this time
A Walk in the Sun,3,You can tell it was adapted from a book...  not a bad war film though
A Walk in the Sun,5,I don't want a purple heart in the head.
A Walk in the Sun,4,another WWII pic for WWII audiences
A Walk in the Sun,4,"Solid war film that explores the human elements of war versus battlefield action and heroics more often seen during this period of war films. Lewis Milestone directs the film that features far more conversations between solders in trenches and solders marching than it does pitched battle scenes. Robert Rossen wrote the smart script and the film features a strong cast that includes Dana Andrews, Richard Conte, John Ireland, Lloyd Bridges, Huntz Hall and the original voice of Winnie the Pooh, Sterling Holloway."
A Walk in the Sun,3,"This is one of the best and most interesting WWII movies ever made. I had not seen it since I was a teenager in the early 1960s, yet the title has staid with me ever since. The juxtaposition of killing and dying with the simple title works better than the Audy Murphy ""To Hell and Back"" autobiographical film. The mix-ups (getting separated on landing on the beach), the human frailties (the sergeant having a nervous breakdown after having to take command), the tough-talking New York cabbie-machine gunner who did not qualify as a machine gunner but bribed someone to land the job, John Ireland's character writing a letter in his head to his sister back home, . . . you feel as though you know/knew these people and were there with them in Italy 65 years ago. I had forgotten that the film was directed by Lewis Milestone, who also directed the 1930 film version of ""All Quiet on the Western Front."" The only flaw that I noticed this time is a slight one. The pacing of the film is intentionally slow, leading up to the violent combat at the end. However, in achieving this cinematic effect, Milestone seemingly has some events take place over a much longer period of time that they would have in ""real life"" (e.g., the landing craft seem to take forever to reach shore). All in all, this is a terrific movie. I own very few movies; I'm glad I own this one.  3 Stars   1-15-13"
A Woman's Face,5,"Joan rarely gets out of herself to act this well, not to mention allowing herself to be physically ""ugly."" Queer master director of women's films, George Cuckor, told her he didn't want to see her fall back on any of her old screen tricks, and under his sure and steady hand Joan delivers probably her strongest performance as a bonafide actress (as opposed to iconic movie star)."
A Woman's Face,5,By far one of Joan's best Dramatic Performances throughout her MGM Career you will not be disappointed as Joan Crawford is the unhinged yet Beautifully Disfigured Blackmailer
A Woman's Face,4,"Hardly recognized JOAN CRAWFORD, she looked good (did someone pluck her EYEBROWS?), but it was 1942 or so.  & MELVIN DOUGLAS as the plastic surgeon. Lots of good reviews. Features some awesome oments. & a high speed horse-drawn sleigh chase, someahat reminiscent of the CHARIOT race in BEN HUR.  I'm afraid I got confused and didn't follow the plot well, should watch it again someday, or read a plot summary.  I never heard of or saw until TV 12.3.2020.  PS:  OLGA MASSEN was particularly hot & sexy as the Doc's wife."
A Woman's Face,5,"Joan Crawford stars as Anna Holm, a sometimes angry woman who has an ugly scar on her face,as now she is in court for being part of a plot to kidnap a child."
A Woman's Face,4,"Spectacular!!! This is just the type of film one expects from the master director George Cukor. An all star cast, fantastic sets and, most of all, an absolutely gripping plot of mystery, bitterness, intrigue, redemption and love - ""A Woman's Face"" has it all! Crawford shines. And then she's ably supported by the solid Melvyn Douglas, the sinister Conrad Veidt and a great supporting cast that really make this such a compelling film. Also, what I would assume was staying true to the original source material, the production being set in Sweden just made it that much more interesting.  Catch this classic when you can!!!"
A Woman's Face,3.5,Classic film in which a facial operation and love change a woman's life forever. Some the the great Hollywood character actors make this soap opera plot a good watch.
A Woman's Face,4.5,Joan Crawford is excellent in this dark elegant melodrama.
A Woman's Face,3,Anna (Joan Crawford) is a physically scarred woman who blackmail's known cheaters for the purpose of money.  She bonds with Torsten Barring (Conrad Veidt) who is a manipulator.
A Woman's Face,5,It was one of the best movies I have ever watched mostly because the queen of hollywood Joan Crawford was the star
A Woman's Face,3.5,A different murder courtroom drama based in Holland.
Aelita: Queen of Mars,4,"Aelita is definitely not 'Metropolis' as it is not a serious science fiction film, but more a fantastical one and a pretty good early genre effort. The dramatic elements are overwhelming, but the sci-fi is pretty memorable as is the romance. The highlights are its striking imagery, highly memorable costumes and solid atmosphere and world building."
Aelita: Queen of Mars,3,"This Soviet-era USSR silent movie is a drama with early science-fiction elements (featuring Martians in constructivist outfits beginning, of course, a communist revolution) and, surprisingly, a lot of dialogue."
Aelita: Queen of Mars,3.5,"Science fiction about a trip to Mars from the glorious Soviet Socialists Republics wherein a science noodler with marriage problems longs for a better life abroad ... way, way abroad.  Despite being released in 1929 everything has stood the test of time very well.  The acting is as naturalistic as anything modern even if the style is dated, and the look and feel of the advanced civilisation on Mars ain't too far from the best of Art Deco.  And yes, silent.  But that means yer lazy imagination has to get up and, uh, imagine for a change.  Worth a look."
Aelita: Queen of Mars,3.5,es interesante...aunque hay partes en que se vuelve confusa
Aelita: Queen of Mars,4,"A revolução soviética chega a Marte, graças a um cientista que desiste de viver na Terra após descobrir que sua mulher estava lhe traindo. Um dos primeiros filmes de ficção científica, mas já tem conflitos interessantes, bem trabalhados. Destaque para as portas automáticas, os telescópios marcianos, os cenários triangulares, e as roupas, aaahhh as roupas dos marcianos são demais!"
Aelita: Queen of Mars,3,"That Russo-Martian commie woman, Aelita, has one of the finest and meanest unibrows of the day."
Aelita: Queen of Mars,2,The martian scenes are beautiful but otherwise the movie lacks focus and the soviet propaganda really doesn't find it's place here.
